% Iron Feed,% Silica Feed,Starch Flow,Amina Flow,Ore Pulp Flow,Ore Pulp pH,Ore Pulp Density,Flotation Column 01 Air Flow,Flotation Column 02 Air Flow,Flotation Column 03 Air Flow,Flotation Column 04 Air Flow,Flotation Column 05 Air Flow,Flotation Column 06 Air Flow,Flotation Column 07 Air Flow,Flotation Column 01 Level,Flotation Column 02 Level,Flotation Column 03 Level,Flotation Column 04 Level,Flotation Column 05 Level,Flotation Column 06 Level,Flotation Column 07 Level,% Iron Feed__std,% Silica Feed__std,Starch Flow__std,Amina Flow__std,Ore Pulp Flow__std,Ore Pulp pH__std,Ore Pulp Density__std,Flotation Column 01 Air Flow__std,Flotation Column 02 Air Flow__std,Flotation Column 03 Air Flow__std,Flotation Column 04 Air Flow__std,Flotation Column 05 Air Flow__std,Flotation Column 06 Air Flow__std,Flotation Column 07 Air Flow__std,Flotation Column 01 Level__std,Flotation Column 02 Level__std,Flotation Column 03 Level__std,Flotation Column 04 Level__std,Flotation Column 05 Level__std,Flotation Column 06 Level__std,Flotation Column 07 Level__std,rows_per_timestamp,hour,dayofweek,day,month,elapsed_hours,high_silica_risk
51.27,22.72,4166.208533333333,578.9147722222223,400.36673333333334,10.125292777777778,1.7025622777777778,299.92082777777773,300.21157222222223,299.92597222222224,299.9414444444444,299.6827944444444,299.9731722222222,300.04945,662.8478721556895,411.0284388888889,402.13936666666666,403.77846111111114,403.2497833333333,437.8393833333334,402.5606055555555,0.0,0.0,612.3615888396002,21.317809934895813,2.8018617790478126,0.08163790597003939,0.0263047729051115,1.0623959495747526,4.550455519359889,0.9409721476014778,1.2847594769373134,2.133425885224743,7.13298292661988,2.426366685384651,169.20346938594372,55.51922450608779,17.515435968786694,27.436098704355835,24.510541487802318,157.04067157060246,40.39611200330179,180,3,1,27,6,2618.0,0
52.61,20.24,1591.1783480257122,427.71124097222224,399.1288120071695,10.061114555555555,1.7173403094016666,250.10202222222222,250.19619444444444,250.04095,299.8574888888889,299.9309833333333,299.9996055555556,299.9092277777778,493.8381722222222,504.75425,335.5746732471767,362.28309444444443,362.58146111111114,360.6731888888889,362.20017777777775,0.0,0.0,1787.5623821091347,35.43353173795149,4.124613271269262,0.09601682120754654,0.0387238576793995,0.39781109357689537,2.682250895749111,1.2867240111357772,1.1421511453242195,1.5964512292895126,0.23389443243626495,0.9615963800458476,84.53972860350135,108.07607863079464,281.93366008991455,48.32463673228954,52.27459704158033,40.52984329612891,70.85386814863358,180,11,3,11,5,1498.0,0
64.03,6.26,1302.821061111111,327.8520930839,395.4137984227883,9.967631222222222,1.5245393539594443,299.9845611111111,299.4053111111111,299.9662277777778,300.0066777777778,300.0389333333333,300.7743777777778,299.8724611111111,673.7782111111111,634.5617638888889,779.9292727011496,356.39805,350.7492055555556,347.29600555555555,349.3532611111111,0.0,0.0,938.4168885787557,61.89976865990342,5.000587183805796,0.049014672005834606,0.0046623037258169695,0.40500358247921,3.303297206813684,1.741700187334715,0.9766322898134069,1.7780863733551027,2.977699942266302,0.9364839463765335,153.7503245280433,179.87227529238126,149.6967055296449,87.52025580541947,24.842604384559735,21.377503157524483,84.36332500948437,180,17,6,21,5,1744.0,0
47.05,28.14,2919.3232687777777,467.2764444444444,400.3594444444444,10.322564999999999,1.7219817222222222,299.9572,299.75587222222225,299.96205555555554,299.89078333333333,300.22234444444445,299.9065166666667,299.72908333333334,407.8483388888889,399.6148333333333,398.81947222222226,351.75992777777776,350.42054444444443,351.4174222222222,349.55712222222223,0.0,0.0,1353.2574983038662,10.897166872491047,4.198842621249866,0.07554356394013403,0.01575346804253847,0.6108467929394377,3.244302965765173,2.0183926573230995,1.0698723458379913,2.504707255731408,4.198135807812008,2.3924503521494302,65.35228129463371,13.445711244565018,6.209337397492198,36.61671705307269,26.83090683031256,46.61566672684619,33.78316967131145,180,11,2,19,7,3154.0,0
55.78,12.85,2469.580036111111,540.6348555555555,399.88798333333335,9.501781666666666,1.6827305555555556,299.80600555555554,300.6292833333333,299.9819722222222,299.9842111111111,299.9293222222222,300.0807277777778,300.30873333333335,399.7415666666667,401.0105888888889,400.55525000000006,400.40145,400.8967944444444,400.17974999999996,399.87868333333336,0.0,0.0,940.7974548499486,11.324778023884017,2.8215371174729893,0.07304280146675264,0.012895084064273955,1.6163839701191187,12.373433924934584,1.4339819673070335,1.3544672137818057,1.6835572644966863,5.858145847953521,4.893528341482135,12.559072610887947,23.391649103375162,20.511773901801163,22.00603054096131,12.88435372315206,13.207088864980802,15.612599779763011,180,18,0,3,7,2777.0,0
57.379999999999995,10.58,4106.906777777777,507.3434111111111,398.60465,9.592744166666668,1.6812375,300.04769444444446,300.2713166666667,299.98266666666666,300.0779166666667,299.96467777777775,299.82956666666666,300.0390722222222,668.1467836065589,498.85370555555556,499.6226277777778,497.0322055555556,499.4703388888889,443.7432555555555,449.82509444444446,0.0,0.0,312.82387650358226,35.78523283792245,3.380803199233048,0.01998040086559958,0.03546385348922967,1.8425743075539724,2.854428963081371,1.6485705727488082,1.3459653160258096,1.7563123097861204,4.620545165165398,3.421293087303161,59.15821938699027,12.070403930319818,12.540517240365142,18.42783854350598,13.061150068115031,42.12410005054143,8.94445727047217,180,3,5,8,7,2882.0,0
54.77,15.21,3770.2407083333333,503.9348888888889,399.54004444444445,10.416145,1.693010388888889,300.1104833333333,299.85536666666667,299.9630055555556,299.8566388888889,299.9134888888889,300.2178944444444,300.41679444444446,499.4074444444444,498.0820611111111,499.3077,451.10245833333335,449.10049999999995,449.1687138888889,449.08944722222225,0.0,0.0,874.2542438881164,19.32691440967171,5.672891250717659,0.08654448777298954,0.01393656116375159,0.6576963625243384,3.396175855772685,1.9860595227099624,1.2108517147670552,2.003368290013628,5.015975739239149,5.969988235329216,13.287430157116424,14.094413285318984,6.0123490185709585,29.268890708721745,19.5275132502551,28.968176432990443,23.62593478964831,180,12,5,15,7,3059.0,0
55.66,14.66,2645.546444444444,558.5882666666668,399.93912222222224,9.509556388888889,1.7607636111111111,250.03725,251.3456277777778,250.1123722222222,295.096,306.4,250.12271666666666,250.02175,660.8796722222222,721.9044380095112,661.2799777777777,411.23954444444445,411.2608111111111,430.52551111111114,411.36884999999995,0.0,0.0,151.31151813623256,9.158499643379361,4.565220367877558,0.039235533579820604,0.012171506286947903,0.40083358801100666,14.131612030413134,0.917758331967112,0.0,0.0,0.3781825878094069,1.3394335406141815,94.23946579024853,0.7378104878425341,95.50411236753422,27.931196895888924,47.81164279891441,38.83375978585422,46.34693873894961,180,1,0,3,4,576.0,1
48.82,22.32,3828.625666666667,568.0519388888889,400.14425,10.395803888888889,1.7344865555555555,299.91884444444446,299.4759555555556,299.92335555555553,299.93207222222225,300.21063888888887,299.8907666666667,299.7797444444444,401.18716666666666,399.9637333333333,400.38984999999997,450.41147222222224,450.6247833333333,450.41338333333334,450.4566277777778,0.0,0.0,240.67641691491087,11.60019674888875,4.613149686704785,0.03145372856168375,0.023556750915425004,0.6627386934550255,3.646897708741594,1.7050263198431965,1.1649685261869411,1.939961047042752,0.33778676870344193,3.1307901720424978,14.986763778785305,9.633509533336698,6.2809581085080755,17.31539733828138,30.378795790864654,19.38313331833604,19.81130285441189,180,22,6,18,6,2421.0,0
58.959999999999994,8.82,2105.952124537039,483.60434999999995,407.01417103174606,9.083091111111111,1.630749111111111,299.86075555555556,299.68725555555557,299.9094,300.14305947791723,303.67659028313335,349.69204444444443,302.5167,399.75983888888885,415.60095277777776,400.00863333333336,350.5541722222222,350.37465,349.9922666666667,349.05165,0.0,0.0,1122.5765924884236,41.65286455008237,8.239956668194298,0.042988885874902905,0.057082603248750946,0.5730253108839028,3.5960507815630427,1.8936521374787394,0.05273335121651281,0.010223845998594824,10.680269705199509,38.68202009751473,10.560577476405076,57.2753045874596,8.072189629214614,45.591844056784076,8.92652807800996,44.39774308911059,22.62022197982125,180,2,3,7,9,4345.0,0
52.78,17.22,2361.0979444444447,451.1771111111111,398.60792222222227,10.265603888888888,1.7048789444444445,300.0559611111111,299.88610555555556,299.9105777777778,299.9196833333333,299.73698333333334,300.4674333333333,299.2115,642.8768333333334,621.21515,659.6464666666667,498.16030000000006,501.62796111111106,451.5039666666666,448.5176055555555,0.0,0.0,600.606088916019,45.15551754054361,6.574740766578414,0.054535321239123365,0.04404254412241301,1.633855669417486,4.708056485662777,1.594926988769762,1.5130362501165242,2.212683111003969,5.722787276513274,8.535086651581233,92.01380004530799,88.40421695881057,108.02744657359514,37.49531135087275,22.982580373299125,16.657566742374676,35.11329794433653,180,7,2,12,7,2982.0,0
59.16,10.69,3900.9393888888885,440.85924444444447,400.4227833333333,9.598938888888888,1.75,249.93124444444447,250.15183333333334,250.02230555555556,295.096,306.4,250.01135,250.0373888888889,452.3439666666667,449.0038833333333,449.8134611111111,449.48130000000003,447.2455388888889,453.6630944444445,449.57925,0.0,0.0,586.9587038886773,3.5854569592889836,3.5199431518057898,0.03334561405257097,0.0,1.3792801932015217,2.4680243392010666,1.336096316792659,0.0,0.0,0.6077422194300708,0.5861508469942761,5.314196359124663,6.668689020985389,12.510182881407665,23.001668048667963,40.713913101647336,16.695762399715285,32.54306615784948,180,5,1,14,3,100.0,1
50.7,23.17,3448.0095555555554,715.748025,401.95031295843387,9.691009388888888,1.7086371666666667,299.96124444444445,300.044,299.89658888888886,299.90035,299.8689111111111,300.19179444444444,299.88924444444444,400.6834888888889,399.46829999999994,399.57620000000003,399.5532944444444,399.13056111111115,399.6648388888889,400.6313055555555,0.0,0.0,331.7605080205068,15.539642719812012,1.2823753822893729,0.07008786637867777,0.02548761545175767,0.9374052107470855,3.2645947647108984,1.350452458288987,1.0503341080870974,2.051191602970993,7.631765916729032,3.1877274064801404,8.848977186023552,16.769743583443507,12.456157547976021,21.385396500804838,18.691545402835636,10.977752798356358,23.39161677517473,180,8,2,28,6,2647.0,0
56.39,13.530000000000001,2258.310722222222,414.99962222222223,401.0611166666667,9.675551166666667,1.5349732449294444,250.09492777777777,250.32477777777777,249.9504888888889,295.096,306.4,250.07806666666667,250.10475555555556,600.0900277777778,598.3760277777777,599.7724388888889,402.40287777777775,451.36025555555557,434.53294999999997,453.3931277777778,0.0,0.0,66.44138782942903,2.0784436836664084,3.859705854185442,0.07339272006946082,0.0009711223922553151,1.1077082098266153,2.58990342710465,1.371615642991422,0.0,0.0,0.19662153719489553,0.9740044012119473,9.090840897072969,6.17154319025869,6.514090217165908,94.8922009371486,12.675183071271466,72.43402050205373,16.376616432866353,180,15,6,9,4,734.0,0
57.459999999999994,10.8,4812.988388888889,460.0418666666667,401.80502777777775,10.604231111111112,1.6743235,250.5571833333333,300.0231222222222,299.91075,299.95313888888893,301.1138055555556,299.2946833333333,303.19804444444446,499.80323888888887,487.25085,485.99740555555553,413.60824444444444,395.69561666666664,499.1142166666666,520.2691611111111,0.0,0.0,292.85836237024455,19.98113142063996,2.536214152433957,0.05714458979824476,0.015437259812796342,0.9255393110986094,4.101458095273426,1.503024236054315,1.2382466446278435,1.2709531117202135,3.128621893058067,1.9588115723066015,11.34438611108493,15.255308376822244,14.286395876535154,32.30455269937834,10.75431265600247,7.069167877539283,28.342977963032293,180,21,4,28,7,3380.0,1
53.26,19.58,2147.9981154471543,457.76715,398.6646,10.017136333333333,1.6243309444444445,250.20586666666665,249.94207777777777,250.1348888888889,299.90610555555554,299.73986666666667,299.4073166666667,299.76876111111113,448.9410722222222,448.45720555555556,450.5042444444444,350.5909222222222,351.4153611111111,353.06225,349.1871,0.0,0.0,1087.1715415255364,24.271266380337057,4.274912727634188,0.1757931287934794,0.0339417806724856,0.5219683515310197,3.0177860914833987,1.2908356246542558,0.8483419940436805,2.069103537498527,5.164443034910283,2.5225043516401033,18.337997061060154,18.855304948975444,6.948646690481233,22.527747799708777,23.29104855489048,48.95853259884271,30.235272592729615,180,11,4,5,5,1354.0,1
59.48,9.1,3382.41815,590.2700444444445,399.9923277777778,9.95148588888889,1.7170577777777778,250.09755555555554,250.53030555555557,250.07856666666666,296.2803108105861,292.60047468254055,255.7430888888889,257.82827777777777,549.5999388888889,742.1028355614984,549.4342555555555,433.79571111111113,434.00980555555554,434.7749,433.2792111111111,0.0,0.0,543.6124241326293,8.234443520847368,4.951574425069903,0.08459000442519672,0.008642094174932216,0.35676117474086266,14.828228255630547,1.0903659839195683,1.556180745952694,3.6532760347686786,14.77904461251692,17.48586450029963,9.779173835341146,3.724416759906044,4.978022720052423,44.77038836533822,43.45617862668566,39.04392862591516,45.136839247016276,180,8,1,18,7,3127.0,0
49.91,24.49,3790.329222222222,554.5099722222222,400.14542222222224,9.970030222222222,1.6975101111111113,299.8990888888889,299.8987611111111,299.9497277777778,300.0291888888889,300.1006222222222,299.58621111111114,300.2416888888889,499.23763333333335,500.32163333333335,499.65944444444443,500.08664999999996,501.39438333333334,500.1632055555555,499.37849444444447,0.0,0.0,282.7524113021373,5.484337897271737,4.688751763476733,0.055321626883723725,0.006004968127298894,1.6136207811726078,4.926455567606272,1.39012167665103,1.4054410212886839,2.519214132655819,7.918343766911586,2.611059483319395,17.301243751020387,19.077512795580954,21.701244216563097,32.89658487382593,17.282805889500896,25.499862458822353,23.508832924502894,180,16,5,1,7,2727.0,0
55.8,13.07,2651.659,551.13325,383.09740555555555,9.771350166666666,1.7081504444444444,300.31067777777776,299.76458333333335,299.88377777777777,305.1079042122089,293.0765168005933,347.57353333333333,349.8925277777778,501.4355611111111,502.68151111111115,505.9654,346.88328333333334,342.7827111111111,348.73988333333335,346.7043388888889,0.0,0.0,531.7381850697045,39.2334354146045,5.29124886723637,0.05707782907258252,0.009972225140203248,1.9465193313409253,4.197285800073656,1.7774158756638028,0.0019624846741787506,0.014619706285303216,11.232991368385465,0.79337743876386,16.814605389086882,22.555826071596183,19.788818611248384,31.308452318161805,56.05015346727815,16.957128589893,33.72728417668929,180,15,5,5,8,3566.0,0
52.61,20.24,1544.6209672222221,486.65596666666664,399.7825833333334,9.91588311111111,1.6620707222222222,250.06800555555557,250.11651111111112,249.99790000000002,299.94716111111114,299.8682388888889,299.92831666666666,299.9455222222222,449.86867222222224,450.29923888888885,449.0024055555556,349.63365,348.12542222222226,350.57025555555555,349.93632777777776,0.0,0.0,1503.5351623681947,17.559351083903312,4.016438535533969,0.15648730498488495,0.023788744374658423,0.3032883207851711,2.51373950848994,1.3150599441343698,0.6363544012916127,0.7441304796269829,0.3209461788559294,0.9400395172281915,12.086895230800152,13.137278021959695,6.522339821036619,17.512466926124695,13.216328391616996,9.444654611132176,13.67826153745446,180,23,4,12,5,1534.0,0
64.03,6.26,3544.1680555555554,520.9166277777778,400.09495,10.263355555555556,1.738558277777778,250.11814444444445,249.69966666666667,250.08255555555556,300.0471166666667,299.8779833333333,300.57178333333337,299.9087333333333,451.8685277777778,449.5170277777778,868.7413475809394,365.7667055555555,325.08828491196107,412.8108722222222,381.80131111111115,0.0,0.0,329.07679612498606,5.28057927591548,4.995035390014765,0.02817289126925218,0.0057384437331383705,0.9796061743953981,2.4530526401925297,0.9431599912717893,1.327066557298468,0.9448973281967376,4.653307975426365,1.1646117932121738,11.112127277304106,24.012519337589655,0.276399288053157,49.73649365257058,89.79908662745396,104.01662056998559,73.76419775478927,180,13,2,17,5,1644.0,0
56.65,14.83,4351.546394444445,522.3023166666667,400.1418722222222,10.105640555555556,1.7406752777777779,249.99215,249.94269444444444,250.0981222222222,299.8698777777778,300.0459611111111,299.8301666666667,300.29363333333333,451.36171666666667,448.82927222222224,449.88245,349.0332555555555,348.8082111111111,349.28894444444444,349.9272,0.0,0.0,680.278215292657,19.002926109615494,4.399326874055157,0.02748338628905838,0.027596059127478256,0.3069522126216561,3.415451857363704,1.1192174679736215,0.7121011371330399,1.604890724434706,0.3506093663577397,3.518419851928471,8.973859638029534,10.154095282654595,6.666935378980355,19.44105292019449,16.403450320990704,25.863284649119063,22.556949525688193,180,21,0,8,5,1436.0,0
64.03,6.26,2930.9357222222225,374.6443388888889,403.48224504396387,9.793001666666667,1.5376167780994443,299.8375111111111,300.64060555555557,299.93844444444443,300.0293722222222,299.85033888888887,299.60335555555554,299.54810000000003,457.0426111111111,454.06528333333335,463.2019,420.5265777777778,448.0626833333333,401.31813055555557,395.76863888888886,0.0,0.0,155.0932232706456,65.3724513759585,5.869980040052959,0.03197965201151874,0.026720055032151815,1.4830587516978642,6.517789685415029,1.2015505085893623,1.4155438885246479,0.9707915393801609,4.298164203241243,2.5552065476417316,31.39306764370281,95.3671108068942,53.26298325709474,120.47188068196415,47.56887346848604,25.064180309444463,58.49052361211684,180,6,5,27,5,1877.0,0
48.73,26.32,3219.399094444445,618.7700944444445,399.51562777777775,10.015927000000001,1.7532426666666667,300.09417222222226,299.83276666666666,299.9494222222222,299.83652222222224,299.7428611111111,299.8910888888889,299.7850388888889,399.8813333333333,399.8425888888889,399.7052777777778,397.5321611111111,399.6680333333333,400.23157222222227,400.0558833333333,0.0,0.0,609.2810718332141,11.776993893320293,3.2307399067061713,0.07846451830746758,0.013583958537758772,1.1794947073997213,3.6696438172601327,1.3506911027550799,1.008736478392398,2.2510297909176717,6.796520426977405,2.6556408169192696,9.418852174702014,16.26088594066854,14.561928575362206,46.08048201789798,21.14435926327502,10.754694241240045,32.840701910091695,180,4,2,28,6,2643.0,0
55.51,15.83,4317.882055555556,395.36086111111115,391.2194416666667,10.538515,1.7351312777777776,299.80469999999997,299.85467222222223,299.92623333333336,299.99621666666667,299.7605555555556,299.8214777777778,298.77520555555554,638.7922888888888,626.4382722222222,656.564825,500.57222499999995,500.9983555555555,449.7916222222222,452.3308222222222,0.0,0.0,669.3600331798672,61.90257010072596,11.704264615632345,0.07128356712220982,0.03941995020676797,1.3470866420208816,2.9289497773292976,1.4355534050981433,1.2034431218383403,1.7575908391957158,4.921677895297675,4.512785327017767,86.35263019955575,84.9925491896166,108.56817561719923,66.56521595594451,21.636620844100353,16.009357009836318,39.92558670634877,180,17,0,10,7,2944.0,0
57.459999999999994,10.8,3818.245936111111,550.3105666666667,400.18656666666664,10.184793888888889,1.7024853888888887,299.93475,300.2685333333333,299.9477111111111,299.8714166666667,299.79120555555556,300.13933888888886,299.9586111111111,500.22561666666667,499.71492222222224,499.84973333333335,503.3700166666667,503.9737,503.4114333333334,505.03456111111115,0.0,0.0,395.23140171710764,42.17884236203166,4.0905947314133675,0.06626947526232548,0.016834757179514208,2.3405816605541117,3.894135909572523,1.4881754320453016,1.29962059794815,1.8123161782561839,6.0141473886937735,4.144053905415255,14.101625110948106,19.629854977518164,19.125059802549927,28.227951640464262,27.906866018936793,42.237010488314624,43.20765898273694,180,6,2,26,7,3317.0,0
56.17,13.29,2114.4970733333334,483.31446111111114,400.5397166666667,9.3242055,1.7751376666666667,250.05216666666666,249.90147222222222,250.21424444444443,295.096,306.4,250.1292611111111,250.26811111111112,799.928811111111,800.0845222222223,794.9353611111111,421.74199999999996,450.4243055555556,457.53530000000006,451.89404444444443,0.0,0.0,331.66781248411183,11.333842018664456,3.025024443014187,0.05968524234380741,0.0026118046336670604,0.30745405257443514,2.57921159665886,1.495152937633333,0.0,0.0,0.1613742497663581,1.3349572606096176,8.002207263408224,13.548887388291996,4.526644006771929,136.6341024941495,49.475184146768314,39.48001022808885,59.44082944322045,180,9,4,7,4,680.0,0
54.16,15.82,3073.028453333333,533.2366777777778,381.8249055555555,10.027939055555555,1.6796280555555556,299.86409444444445,300.09476666666666,299.9445611111111,299.9368388888889,299.9717611111111,299.7604111111111,299.78814444444447,532.7813055555555,533.5006166666667,877.2089093264262,466.93182222222225,534.1082,499.5851333333333,499.64626111111113,0.0,0.0,1218.0458077833318,11.351100015052648,3.264443125997177,0.014808932390703576,0.01178195221030064,1.5059477403401975,4.160983830110908,1.6246600744083517,1.2274402006881777,1.6511945317923573,7.937043077864486,7.172405084862258,52.17178012053566,49.53964814169616,0.7277193393773485,52.9390990377052,51.808724642712804,13.347196800743514,32.758168760099416,180,7,4,18,8,3870.0,0
53.790000000000006,16.57,1537.4438638888887,563.5369111111111,399.23685,10.008087166666666,1.705529,299.28322777777777,298.543275,299.7914222222222,300.20933888888885,300.75134444444444,298.16787222222223,299.6756722222222,601.0502777777778,602.8755055555556,602.2396611111111,498.93765,503.99026944444444,455.8775833333333,453.07899444444445,0.0,0.0,838.260578276771,29.679962243119704,3.7548711574727665,0.024892093028447495,0.030348801946555246,3.138913562231676,16.017351673729205,1.6050894113733023,1.188772876693411,2.565228216386713,4.9397282375921465,4.4206127239046875,27.62532000534708,43.00921489669307,13.608692587967035,28.55813236663375,28.815597103065684,26.705037581421767,35.939150847782194,180,10,1,11,7,2961.0,0
54.629999999999995,12.9,2951.2420666666667,514.3718055555556,410.95640816993495,9.52108811111111,1.6240567222222224,300.0846388888889,300.05323333333337,299.93781666666666,299.9239111111111,299.8852722222222,299.4405277777778,299.3371,400.31669999999997,499.0312666666666,399.35186111111113,399.0803222222222,398.14112222222224,400.18289444444446,398.68954444444444,0.0,0.0,295.9796769651517,25.763015356018062,5.829711528195167,0.16872085259975567,0.011789088072853638,0.4489765987948927,3.109012528297544,1.8475319978434928,0.5303636204308692,1.4120247315687213,6.5859153606858065,2.1358067148815993,11.024472484180114,19.082737694809115,34.596394795438165,32.77454057422816,10.017278020531185,22.42591947390272,21.528728955700668,180,12,5,9,9,4403.0,0
64.03,6.26,2444.5247598333344,574.3261555555556,398.8683095387839,9.714089833333334,1.7344505199172222,299.8832,250.35802222222225,299.68005,300.08591666666666,299.5510111111111,299.2824888888889,300.08868333333334,474.55103333333335,467.0388166666666,481.16607028112503,350.78451666666666,350.26638888888886,605.1409722222222,349.91631666666666,0.0,0.0,1121.9351878874108,91.96409963832042,5.110473669199731,0.1082912999351262,0.014163336799938179,0.9185500917811247,3.1612704917055776,1.446002613625265,0.9740089542994835,2.102649159694836,4.239796431812495,2.263802591204561,78.56826079495035,66.45078039483859,105.27991063098793,14.640265074814538,19.590109167465336,27.1752099245046,32.06265254266939,180,23,2,24,5,1822.0,1
47.209999999999994,27.310000000000002,3622.1931472222223,585.1795888888889,397.8032123306245,9.673992944444445,1.7290987222222223,299.7120333333333,300.0809722222222,299.89636666666667,299.8566611111111,299.9403611111111,299.89515555555556,299.941,500.3788833333333,500.0586666666667,802.8975217706828,350.49221666666665,349.96548333333334,350.30018333333334,350.05182222222226,0.0,0.0,859.982033250066,70.3140143117356,12.93055743914628,0.06169310506853621,0.013559368922981058,0.8334427054893035,3.8393772244272326,1.8965025057838574,1.3599014104946832,1.431494625921882,6.291738970729985,5.972682354780893,9.1285124249214,21.99252437155256,7.0439584168902245,15.558219109123645,7.644928754464189,24.922797355138073,18.78284114384886,180,15,5,19,8,3902.0,0
55.45,16.76,1898.5011138888888,540.1007833333333,400.0363,9.572272222222223,1.7392588777777778,299.87730555555555,300.32616666666667,299.90589444444447,299.8351833333333,300.2908611111111,300.24753888888887,299.83314444444443,460.5504333333333,463.32351527777774,456.7001888888889,375.1746638888889,346.43961666666667,353.0660111111111,343.89919444444445,0.0,0.0,624.6664597150115,54.80136620453541,3.835487133917213,0.15865049259493919,0.05704167441469328,0.44032248406040586,3.268374239927589,1.4234265250413682,0.5970621731537796,1.9129726075865512,3.85725926067243,1.8587969380525584,56.42402319177136,62.70637338432197,52.579762262129925,96.78231574399425,33.7420481019479,57.36174356494917,57.80360968468024,180,5,5,29,4,1204.0,0
48.81000000000001,25.310000000000002,3093.167722222222,486.9221444444445,380.4033694444444,9.636543722222223,1.6944514999999998,299.82829444444445,300.04650555555554,299.9395777777778,304.4416657905717,298.03971991292946,299.7014222222222,299.9135611111111,456.47808333333336,500.7616333333333,599.7292277777777,355.43227777777776,345.03964444444443,352.7797722222222,345.5681611111111,0.0,0.0,454.4160874081896,18.235472104640923,2.3280491805964467,0.05152061916284375,0.01536119738081039,1.1303656571472906,3.2288216331748716,1.3101193667226463,0.0019624846735310742,0.014619706283832676,9.222654356983954,1.127715922482689,105.33450574347641,15.413953390029441,15.745893850930923,55.09520440645904,35.85550586305821,37.68742720351628,53.922481979140294,180,17,2,9,8,3664.0,0
64.03,6.26,2094.545175396826,343.53678055555554,401.19198792270555,9.796542888888888,1.5421011456227778,300.0087611111111,299.8489611111111,299.9325666666667,299.9347333333333,299.7346777777778,299.86915555555555,299.93479444444444,436.89333888888893,367.7298466269839,494.32865555555554,398.55533333333335,396.0656666666667,400.6037555555556,396.0441666666666,0.0,0.0,1267.3445239853804,32.31171956572559,5.67957530096344,0.0791141362314874,0.0337826756247927,0.8802393131913754,2.823714593234104,1.4840752792377003,0.8782835950496465,2.6608281118136063,0.9185056270451408,1.3499027483375123,82.12019916528615,105.42614959399587,169.29250161171458,37.83569456992812,30.93449688221153,15.53948949526916,45.01281379840638,180,1,4,9,6,2184.0,0
53.41,18.37,3091.680558333333,587.2567444444444,414.7138505050506,9.950317888888888,1.7186891666666668,299.94424444444445,300.0654222222222,299.91765555555554,296.59805555555664,295.15990129739276,349.55141388888893,305.6511722222222,399.2988944444445,437.35201666666666,402.35479444444445,399.8741388888889,400.25371111111116,399.7211111111111,398.44686666666666,0.0,0.0,993.7547275881491,22.435099614746175,4.477014169838876,0.0768231859025033,0.0024719877011108587,1.0629231738842908,4.37830465281249,1.7023506406085263,0.017434565803136754,0.04073865463528963,10.159276059322805,34.32606297313083,15.264149151050793,76.4073283887131,19.856266856446442,51.5380444567963,18.406652779328613,28.737557915052342,27.986632153663013,180,2,5,2,9,4225.0,0
55.64,15.32,3971.861575,613.79475,415.60884166666665,9.364302222222221,1.7090949444444445,299.9033,299.40546666666665,299.9936333333333,299.7990456545661,302.63952720854667,349.15037222222225,317.60150925925944,399.8901611111111,407.2554833333333,528.0483944444444,347.66040000000004,352.14331666666664,354.83911666666665,351.00874999999996,0.0,0.0,1385.2982907434546,13.109761317801405,2.749077028848181,0.03214659780781333,0.00956941577789637,0.6562783361078105,3.4708024774939004,1.7179312491094219,0.017434565805173337,0.04073865463398869,9.802925115483847,35.55988900374197,19.353517175657956,69.8667903370188,126.65719726496658,39.65912941003903,16.59439413291762,64.54125503352918,36.40798138944491,180,21,2,30,8,4172.0,0
44.9,30.12,3583.904402777778,608.2131944444444,400.28782777777775,10.413602222222222,1.7385035555555555,299.8994055555555,300.04207777777776,299.95469444444444,299.8926111111111,300.50230555555555,299.5873666666667,299.9663111111111,398.83098333333334,399.75200555555557,399.0252111111111,450.21694444444444,450.95576666666665,450.6684388888889,449.59770555555554,0.0,0.0,865.6981043815283,11.673837542460095,4.008976462377287,0.011684747682129727,0.0113634735799609,0.8803528503277975,3.148307101453347,1.6612956225563023,0.8387655969001155,2.442431593713344,2.937844169719605,1.285408120615083,7.379116709768783,8.9167807366518,6.345636324793851,14.913889872539873,19.50140271595867,24.476739695329776,15.282159451354897,180,10,0,19,6,2433.0,1
57.18,12.010000000000002,1830.8028166666666,480.08422222222225,400.5014638888889,9.697944277777777,1.6848670555555556,250.01365555555554,249.8476611111111,250.0843111111111,301.5703255443044,299.0160207308961,249.97797777777777,250.07703333333333,619.2456,555.6618722222222,641.5095111111111,401.9450444444445,403.90956111111115,404.1950666666666,406.4788166666667,0.0,0.0,822.9272045360545,75.58731347361541,4.217727048558469,0.18483988902419932,0.03514135342849181,0.6176157950108807,3.233759551227383,1.1209515912279746,0.013515049655304425,0.013738940478643295,0.8160402628653163,1.3549903234586842,50.75689715043667,186.56250478765236,101.9884271046306,115.32476052915757,46.18740677334315,42.63434094894761,95.44197412388996,180,3,3,20,4,986.0,0
